49er Static,4.995,PolarDiagram49.csv
49er Bethwaite,4.876,PolarDiagram49Bethwaite.csv
49er ORC,4.995,PolarDiagram49ORC.csv
49er STG,4.876,PolarDiagram49STG.csv
505 STG,5.05,PolarDiagram505STG.csv
