49er,4.995,resources/PolarDiagram49.csv
49er Bethwaite,4.876,resources/PolarDiagram49Bethwaite.csv
49er ORC,4.995,resources/PolarDiagram49ORC.csv
49er STG,4.876,resources/PolarDiagram49STG.csv
505 STG,5.05,resources/PolarDiagram505STG.csv
